"id"	"sex"	"age"	"race"	"color"	"word"	"education"	"boxes"	"accuracy"	"confidence"	"rt"	"interest"
"1"	1	0	27	"black"	"blue"	"accurate"	"MS"	1	1	80	584.583324249695	4
"2"	2	1	25	"asian"	"white"	"candle"	"BA"	2	1	80	611.502423920607	4
"3"	3	0	24	"white"	"blue"	"broom"	"MS"	3	0	50	772.425517394736	4
"4"	4	1	23	"white"	"white"	"broom"	NA	4	0	55	743.446424559588	4
"5"	5	0	24	"white"	"white"	"candle"	"BA"	5	0	33	744.188252797896	4
"6"	6	0	22	"white"	"blue"	"candle"	"BA"	1	1	86	521.397436592606	4
"7"	7	1	27	"black"	"white"	"candle"	"PhD"	2	1	72	646.127974339574	5
"8"	8	1	28	"white"	"white"	"accurate"	"HighSchool"	3	0	70	713.4769867048	5
"9"	9	0	28	"black"	"white"	"ship"	"HighSchool"	4	1	46	801.417296978858	4
"10"	10	0	27	"white"	"blue"	"ship"	"HighSchool"	5	0	24	946.136178758109	4
"11"	11	1	28	"hispanic"	"blue"	"candle"	"PhD"	1	1	85	635.47710772213	6
"12"	12	1	26	"white"	"white"	"candle"	"BA"	2	1	64	697.470285534803	5
"13"	13	0	24	"white"	"blue"	"broom"	"BA"	3	0	59	697.436099645425	4
"14"	14	1	31	"white"	"blue"	"ship"	"PhD"	4	0	47	869.740027780167	5
"15"	15	0	22	"white"	"blue"	"ship"	"PhD"	5	0	14	945.615370887959	3
"16"	16	1	23	"white"	"blue"	"broom"	"MS"	1	1	73	569.182354585695	4
"17"	17	0	28	"white"	"white"	"candle"	"BA"	2	1	73	744.438780082111	4
"18"	18	1	23	"white"	"blue"	"candle"	"HighSchool"	3	NA	48	851.269851935425	5
"19"	19	0	22	"black"	NA	"candle"	"BA"	4	0	38	898.641626974506	2
"20"	20	0	26	"black"	"blue"	"broom"	"BA"	5	0	10	1002.90931333299	1
"21"	21	0	25	"black"	"white"	"accurate"	"MS"	1	1	88	640.447834314947	4
"22"	22	0	23	"white"	"white"	"accurate"	"HighSchool"	2	1	82	572.966616599854	5
"23"	23	0	25	"white"	"white"	"broom"	"PhD"	3	0	66	613.849826306809	4
"24"	24	0	23	"white"	"blue"	"accurate"	"HighSchool"	4	0	40	743.173347828893	2
"25"	25	0	22	"asian"	"white"	"candle"	"HighSchool"	5	0	35	908.138174546116	3
"26"	26	1	25	"white"	"white"	"accurate"	"PhD"	1	1	85	623.36610203135	5
"27"	27	0	23	"white"	"blue"	"broom"	"BA"	2	0	66	758.566490686024	4
"28"	28	0	27	"white"	"blue"	"accurate"	"PhD"	3	0	54	817.539752267938	4
"29"	29	1	26	"other"	"blue"	"ship"	"BA"	4	0	36	837.307084294716	4
"30"	30	1	24	"other"	"blue"	"ship"	"PhD"	5	0	17	957.546735973159	3
"31"	31	1	26	"black"	"blue"	"candle"	"HighSchool"	1	1	84	595.418695267527	6
"32"	32	0	23	"other"	"blue"	"candle"	"HighSchool"	2	0	69	605.923098181299	5
"33"	33	1	25	"asian"	"white"	"broom"	"HighSchool"	3	1	58	730.047833408268	5
"34"	34	1	25	"white"	"blue"	"broom"	"BA"	4	0	30	886.824686773103	4
"35"	35	1	28	"black"	"blue"	"ship"	"MS"	5	0	16	963.795710536052	4
"36"	36	0	26	"white"	"white"	"accurate"	"MS"	1	1	98	530.951083946736	5
"37"	37	1	22	"black"	"white"	"candle"	"MS"	2	0	73	753.753164950025	6
"38"	38	1	23	"white"	"blue"	"accurate"	"BA"	3	1	54	789.150763232053	5
"39"	39	0	24	"other"	"white"	"broom"	"MS"	4	0	49	773.376515383833	NA
"40"	40	1	24	"black"	"blue"	"accurate"	"HighSchool"	5	0	29	875.956334831189	4
"41"	41	0	24	"asian"	"blue"	"accurate"	"MS"	1	1	77	549.911682316532	4
"42"	42	0	25	"asian"	"blue"	"broom"	"PhD"	2	0	69	679.063809029588	3
"43"	43	0	25	"white"	"blue"	"candle"	"BA"	3	1	57	713.832209480783	3
"44"	44	0	26	"white"	"white"	"broom"	"HighSchool"	4	1	50	826.936635827651	3
"45"	45	0	25	"hispanic"	"blue"	"broom"	"PhD"	5	0	14	956.042608917579	3
"46"	46	0	28	"white"	"blue"	"broom"	"PhD"	1	1	80	564.56803542985	5
"47"	47	1	30	"asian"	"white"	"broom"	"BA"	2	1	70	648.721679498617	5
"48"	48	1	24	"white"	"white"	"ship"	"BA"	3	0	62	766.80424614996	6
"49"	49	0	28	"black"	"white"	"ship"	"PhD"	4	0	37	840.977141658855	4
"50"	50	0	26	"asian"	"blue"	"ship"	"MS"	5	0	27	863.850993748224	3
"51"	51	1	27	"asian"	"white"	"ship"	"BA"	1	1	90	509.59005605971	7
"52"	52	0	25	"black"	"white"	"candle"	"BA"	2	1	73	737.85551442324	3
"53"	53	0	29	"hispanic"	"white"	"ship"	"PhD"	3	1	61	732.853069475636	3
"54"	54	0	25	"black"	"white"	"broom"	"PhD"	4	0	43	845.457376476863	3
"55"	55	0	24	"hispanic"	"blue"	"broom"	"HighSchool"	5	0	27	889.793348428307	3
"56"	56	0	29	"black"	"white"	"accurate"	"BA"	1	1	78	NA	5
