"id"	"sex"	"age"	"race"	"color"	"word"	"education"	"boxes"	"accuracy"	"confidence"	"rt"	"interest"
"1"	1	0	25	"black"	"orange"	"broom"	"HighSchool"	1	1	88	590.506507100833	5
"2"	2	1	28	"other"	"orange"	"eyepatch"	"BA"	2	0	66	666.258200091416	5
"3"	3	1	26	"black"	"orange"	"accurate"	"HighSchool"	3	0	64	777.864580390187	5
"4"	4	1	28	"white"	"orange"	"eyepatch"	"PhD"	4	0	40	852.829111029489	5
"5"	5	0	23	"white"	"yellow"	"broom"	"MS"	5	0	24	946.315047416159	3
"6"	6	0	26	"white"	"orange"	"broom"	"PhD"	1	1	83	657.187588751841	4
"7"	7	0	23	"white"	"orange"	"broom"	"PhD"	2	0	74	643.673590713398	3
"8"	8	0	23	"white"	"yellow"	"accurate"	"MS"	3	1	51	843.813812047495	4
"9"	9	0	28	"white"	"orange"	"eyepatch"	"PhD"	4	0	38	749.038074131395	2
"10"	10	0	25	"white"	"orange"	"glasses"	"MS"	5	1	21	967.87121700423	3
"11"	11	1	25	"black"	"orange"	"accurate"	"HighSchool"	1	1	78	584.417460635173	6
"12"	12	1	24	"white"	"orange"	"glasses"	"MS"	2	1	67	689.572273923682	4
"13"	13	1	26	"other"	"orange"	"eyepatch"	"BA"	3	0	46	824.057058611478	4
"14"	14	1	24	"white"	"orange"	"accurate"	"BA"	4	0	34	911.371219454264	4
"15"	15	1	25	"other"	"orange"	"broom"	"BA"	5	0	15	883.226713445607	4
"16"	16	1	23	"black"	"yellow"	"broom"	"PhD"	1	1	85	649.456854221803	5
"17"	17	1	24	"other"	"orange"	"broom"	"PhD"	2	1	77	581.786988507887	6
"18"	18	0	25	"black"	"orange"	"eyepatch"	"BA"	3	NA	61	595.587712763924	3
"19"	19	1	24	"white"	"yellow"	"eyepatch"	"MS"	4	0	30	862.605949234657	4
"20"	20	0	23	"white"	"yellow"	"accurate"	"PhD"	5	0	16	908.517894591025	2
"21"	21	1	22	"white"	"yellow"	"glasses"	"HighSchool"	1	1	82	585.627764047424	5
"22"	22	1	25	NA	"yellow"	"glasses"	"BA"	2	1	68	769.020274883754	6
"23"	23	0	25	"black"	"yellow"	"glasses"	"MS"	3	0	53	735.433583890767	4
"24"	24	1	23	"white"	"orange"	"broom"	"HighSchool"	4	0	45	758.840815043741	4
"25"	25	1	30	"hispanic"	"orange"	"broom"	"PhD"	5	1	18	956.13203279049	5
"26"	26	0	27	"white"	"orange"	"eyepatch"	"HighSchool"	1	1	74	540.64116044732	5
"27"	27	1	26	"white"	"yellow"	"glasses"	"PhD"	2	0	55	817.405791834607	6
"28"	28	1	25	"asian"	"orange"	"broom"	"BA"	3	1	58	680.761802433112	5
"29"	29	0	26	"white"	"yellow"	"glasses"	"MS"	4	0	34	825.150941903575	3
"30"	30	1	27	"white"	"orange"	"accurate"	"PhD"	5	0	27	918.132973045981	3
"31"	31	1	26	"black"	"orange"	"broom"	"HighSchool"	1	1	95	542.951947560334	5
"32"	32	1	24	"white"	"orange"	"accurate"	"PhD"	2	0	73	703.293195521803	5
"33"	33	1	27	"other"	"orange"	"glasses"	"BA"	3	0	50	840.62263419853	5
"34"	34	0	26	"asian"	"yellow"	"accurate"	"PhD"	4	0	37	836.465907123238	2
"35"	35	0	25	"white"	"yellow"	"broom"	"BA"	5	0	17	1014.30243071022	2
"36"	36	0	26	"black"	"orange"	"broom"	"MS"	1	1	85	610.942507952332	5
"37"	37	1	25	"black"	"orange"	"broom"	"HighSchool"	2	0	71	607.001066941945	6
"38"	38	0	27	"white"	"yellow"	"accurate"	"BA"	3	1	43	812.335374099203	3
"39"	39	0	24	"asian"	"yellow"	"eyepatch"	"MS"	4	0	40	780.814734058234	3
"40"	40	1	29	"white"	"orange"	"eyepatch"	"PhD"	5	0	33	925.917498375533	5
"41"	41	1	28	"black"	"yellow"	"glasses"	"PhD"	1	1	73	719.795835227543	5
"42"	42	0	22	"black"	"yellow"	"eyepatch"	"HighSchool"	2	0	55	676.774763168597	4
"43"	43	0	24	"asian"	"yellow"	"eyepatch"	"MS"	3	0	48	794.644509527186	4
"44"	44	1	22	"white"	"orange"	"eyepatch"	"PhD"	4	0	36	859.174355550176	4
"45"	45	0	23	"white"	"yellow"	"glasses"	"BA"	5	1	13	935.598702229037	2
"46"	46	1	24	"asian"	"yellow"	"eyepatch"	"PhD"	1	1	86	600.599901619711	6
"47"	47	1	26	"white"	"yellow"	"eyepatch"	"HighSchool"	2	1	73	587.101632185571	6
"48"	48	1	27	"white"	"orange"	"glasses"	"HighSchool"	3	0	51	761.641705956085	4
"49"	49	0	23	"white"	"yellow"	"accurate"	"MS"	4	0	23	997.075831487397	2
"50"	50	0	25	"white"	"orange"	"broom"	"HighSchool"	5	0	34	898.082387532738	3
"51"	51	1	26	"white"	"yellow"	"broom"	"HighSchool"	1	1	91	574.933340997931	6
"52"	52	1	22	"white"	"yellow"	"eyepatch"	"BA"	2	0	64	763.096242943237	4
"53"	53	1	24	"black"	"yellow"	"broom"	"PhD"	3	1	38	862.140925249248	5
"54"	54	1	23	"white"	"orange"	"broom"	"MS"	4	0	47	782.137045083353	5
"55"	55	0	22	"black"	"orange"	"broom"	"HighSchool"	5	0	27	905.587185784583	2
"56"	56	1	26	"black"	"yellow"	"glasses"	"PhD"	1	1	87	582.29060046567	6
"57"	57	1	26	"white"	"yellow"	"broom"	"MS"	2	0	61	714.958598855488	5
"58"	58	0	20	"white"	"yellow"	"glasses"	"MS"	3	1	45	689.483562198194	3
"59"	59	0	28	"white"	"orange"	"accurate"	"MS"	4	0	32	896.050185838905	3
"60"	60	0	26	"white"	"yellow"	"eyepatch"	"HighSchool"	5	0	25	1061.32796360242	2
"61"	61	1	26	"asian"	"yellow"	"broom"	"BA"	1	NA	64	612.783550371224	6
"62"	62	1	26	"white"	"yellow"	"glasses"	"MS"	2	1	73	752.782327019551	5
"63"	63	1	23	"black"	"yellow"	"accurate"	"MS"	3	0	46	812.756641596332	4
"64"	64	1	26	"white"	"yellow"	"glasses"	"BA"	4	0	32	866.517143174305	5
"65"	65	1	21	"other"	"orange"	"broom"	"MS"	5	0	18	925.263126556055	4
"66"	66	0	24	"asian"	"orange"	"glasses"	"PhD"	1	1	95	535.906347536008	4
"67"	67	1	24	"hispanic"	"orange"	"glasses"	"BA"	2	1	69	848.001665947927	6
"68"	68	1	23	"other"	"yellow"	"accurate"	"BA"	3	0	58	709.649345097595	4
"69"	69	0	22	"white"	"yellow"	"eyepatch"	"PhD"	4	0	37	888.826112824728	3
"70"	70	1	25	NA	"orange"	"broom"	"MS"	5	0	16	977.356766571489	4
"71"	71	0	28	"white"	"orange"	"accurate"	"HighSchool"	1	1	82	618.517835181307	5
"72"	72	1	23	"hispanic"	"yellow"	"glasses"	"BA"	2	0	61	725.646497658132	5
"73"	73	1	29	"white"	"yellow"	"eyepatch"	"HighSchool"	3	1	38	824.527424782389	3
"74"	74	1	26	"hispanic"	"orange"	"accurate"	"PhD"	4	0	39	804.090323539573	5
"75"	75	1	24	"hispanic"	"orange"	"accurate"	"HighSchool"	5	0	25	1000.03078773077	5
"76"	76	0	22	"white"	"yellow"	"accurate"	"HighSchool"	1	1	80	566.242319101562	4
"77"	77	0	25	"asian"	"orange"	"accurate"	"PhD"	2	0	71	705.864300708867	5
"78"	78	1	20	"other"	"yellow"	"eyepatch"	"MS"	3	1	50	NA	6
"79"	79	1	26	"asian"	"yellow"	"accurate"	"MS"	4	0	39	868.735536553762	4
"80"	80	0	27	"other"	"orange"	"eyepatch"	"MS"	5	0	20	1001.09727129163	2
"81"	81	0	26	"white"	"yellow"	"accurate"	"MS"	1	1	92	525.837864997516	3
"82"	82	1	28	"white"	"orange"	"accurate"	"PhD"	2	1	67	619.776970922977	6
"83"	83	0	24	"black"	"orange"	"eyepatch"	"HighSchool"	3	1	57	839.454506565558	4
"84"	84	1	26	"white"	"orange"	"accurate"	"PhD"	4	0	52	743.650712060482	4
"85"	85	0	24	"asian"	"orange"	"eyepatch"	"MS"	5	0	27	962.895571626526	3
"86"	86	0	26	"white"	"orange"	"eyepatch"	"MS"	1	1	90	595.777412171971	4
"87"	87	0	25	"white"	"orange"	"glasses"	"BA"	2	1	80	646.509236024179	5
"88"	88	1	27	"other"	"orange"	"broom"	"PhD"	3	1	64	671.727745012548	5
"89"	89	0	28	"other"	"orange"	"accurate"	"HighSchool"	4	1	47	778.616723235683	5
"90"	90	0	25	"white"	"orange"	"eyepatch"	"PhD"	5	0	26	975.493184120685	2
"91"	91	0	23	"hispanic"	"orange"	"glasses"	"BA"	1	1	86	558.468641835782	5
"92"	92	0	26	"white"	"yellow"	"glasses"	"BA"	2	1	70	669.439912111202	4
"93"	93	0	26	"asian"	"yellow"	"broom"	"HighSchool"	3	1	61	745.237457902948	5
"94"	94	1	24	"white"	"yellow"	"glasses"	"HighSchool"	4	0	25	907.736229627336	4
"95"	95	1	23	"black"	"yellow"	"glasses"	"HighSchool"	5	0	19	857.496431476757	3
"96"	96	1	26	"white"	"yellow"	"broom"	"BA"	1	1	90	619.420078207045	6
"97"	97	1	25	"hispanic"	"orange"	"eyepatch"	"MS"	2	1	74	621.078240747673	6
"98"	98	1	26	"hispanic"	"yellow"	"accurate"	"PhD"	3	0	55	793.064860054834	6
"99"	99	1	26	"white"	"yellow"	"broom"	"PhD"	4	0	38	862.145921027825	4
"100"	100	0	27	"white"	"yellow"	"accurate"	"PhD"	5	0	27	908.508942940932	2
"101"	101	0	25	"white"	"yellow"	"accurate"	"PhD"	1	0	75	585.64952322931	3
"102"	102	0	22	"asian"	"yellow"	"eyepatch"	"BA"	2	1	69	691.931623460876	5
