"id"	"sex"	"age"	"race"	"color"	"word"	"education"	"boxes"	"accuracy"	"confidence"	"rt"	"interest"
"1"	1	1	28	"white"	"blue"	"ship"	"MS"	1	1	78	528.970467621684	6
"2"	2	1	24	"white"	"white"	"accurate"	"BA"	2	1	63	681.437928887677	5
"3"	3	1	25	"black"	"blue"	"ship"	"BA"	3	1	50	775.246245715605	5
"4"	4	0	29	"asian"	"blue"	"accurate"	"HighSchool"	4	0	33	934.094459111699	4
"5"	5	1	22	"asian"	"white"	"candle"	"HighSchool"	5	1	25	913.753278134975	3
"6"	6	1	23	"asian"	"blue"	"paper"	"HighSchool"	1	1	85	532.037993032433	4
"7"	7	1	24	"white"	"blue"	"accurate"	"PhD"	2	0	63	743.913986787455	5
"8"	8	0	22	"white"	"blue"	"candle"	"PhD"	3	0	43	874.851832589211	3
"9"	9	0	23	"white"	"blue"	"candle"	"HighSchool"	4	0	22	993.191934868882	4
"10"	10	0	26	"hispanic"	"blue"	"ship"	"BA"	5	0	25	870.864508662143	2
"11"	11	1	27	"white"	"blue"	"accurate"	"HighSchool"	1	1	77	683.967726026767	5
"12"	12	0	26	"white"	"blue"	"paper"	"BA"	2	0	69	621.395846403903	4
"13"	13	1	25	"hispanic"	"white"	"accurate"	"MS"	3	0	53	781.290320082303	5
"14"	14	0	27	"white"	"white"	"paper"	"HighSchool"	4	0	47	829.289375050509	4
"15"	15	0	26	"black"	"white"	"candle"	"MS"	5	1	10	1167.75888488461	2
"16"	16	1	25	"white"	"blue"	"paper"	"PhD"	1	1	77	702.29952640003	5
"17"	17	1	26	"white"	"white"	"ship"	"BA"	2	1	74	663.694751150663	6
"18"	18	1	24	"white"	"blue"	"paper"	"PhD"	3	1	53	704.73254181221	6
"19"	19	1	25	"white"	"white"	"candle"	"BA"	4	0	35	818.654232721468	5
"20"	20	0	27	"other"	"white"	"accurate"	"HighSchool"	5	0	17	988.409809374816	2
"21"	21	0	25	"white"	"white"	"paper"	"PhD"	1	NA	84	554.618409859436	5
"22"	22	0	23	"white"	"blue"	"ship"	"HighSchool"	2	0	59	723.212121499751	4
"23"	23	0	27	"hispanic"	"blue"	"candle"	"MS"	3	NA	46	761.28230108259	3
"24"	24	0	27	"hispanic"	"white"	"candle"	"HighSchool"	4	0	35	895.66709113811	4
"25"	25	0	25	"black"	"white"	"ship"	"HighSchool"	5	0	22	908.970514664102	3
"26"	26	0	26	"white"	"white"	"accurate"	"MS"	1	0	87	539.986323297024	4
"27"	27	0	22	"hispanic"	"blue"	"ship"	"BA"	2	0	59	718.190024121978	4
"28"	28	0	25	"white"	"white"	"ship"	"HighSchool"	3	1	49	709.908857286035	3
"29"	29	1	27	"hispanic"	"blue"	"candle"	"HighSchool"	4	1	24	912.373298033475	4
"30"	30	0	26	"white"	"blue"	"candle"	"BA"	5	0	18	942.14239580463	4
"31"	31	0	26	"white"	"blue"	"accurate"	"BA"	1	1	75	661.409695177879	4
"32"	32	0	27	"white"	"blue"	"candle"	"HighSchool"	2	1	58	717.712894616303	4
"33"	33	1	25	"black"	"blue"	"candle"	"BA"	3	0	45	833.349933450523	4
"34"	34	1	24	"asian"	"blue"	"ship"	"BA"	4	1	33	851.767098285449	5
"35"	35	1	24	"white"	"white"	"paper"	"PhD"	5	0	22	845.450044717359	4
"36"	36	0	26	"other"	"blue"	"ship"	"PhD"	1	1	91	549.976736556646	5
"37"	37	1	25	"white"	"white"	"accurate"	"HighSchool"	2	1	61	723.416746288101	5
"38"	38	1	25	"white"	"blue"	"paper"	"BA"	3	1	45	851.605991029445	4
"39"	39	0	24	"other"	"white"	"ship"	"HighSchool"	4	1	37	945.597130772359	3
"40"	40	0	26	"other"	"white"	"accurate"	"PhD"	5	0	21	884.564698429863	2
"41"	41	0	28	"black"	"blue"	"candle"	"BA"	1	0	88	572.670593380781	5
"42"	42	1	24	"black"	"white"	"ship"	"PhD"	2	1	74	606.037158639539	5
"43"	43	1	26	"hispanic"	"blue"	"candle"	"PhD"	3	0	38	940.881643645736	5
"44"	44	0	24	"black"	"white"	"candle"	"MS"	4	0	36	788.103290867699	4
"45"	45	0	25	"asian"	"blue"	"ship"	"BA"	5	0	1	1015.94422274721	2
"46"	46	0	24	"white"	"blue"	"paper"	"MS"	1	1	79	606.587826366807	3
"47"	47	1	25	"white"	"white"	"candle"	"PhD"	2	0	85	573.08159906342	4
"48"	48	1	26	"white"	"blue"	"accurate"	"HighSchool"	3	0	47	660.882458266928	5
"49"	49	0	28	"white"	"blue"	"candle"	"MS"	4	0	38	834.940275739399	3
"50"	50	1	24	"asian"	"blue"	"ship"	"MS"	5	0	6	1015.57828401991	3
"51"	51	1	24	"other"	"blue"	"paper"	"HighSchool"	1	1	79	582.869607966637	6
"52"	52	1	25	"asian"	"blue"	"ship"	"PhD"	2	1	53	706.746876050618	NA
"53"	53	0	26	"asian"	"white"	"candle"	"HighSchool"	3	0	54	691.617101632397	3
"54"	54	0	22	"white"	"white"	"accurate"	"MS"	4	1	38	847.803729788835	3
"55"	55	0	22	"white"	"blue"	"candle"	"PhD"	5	0	17	924.904500284184	1
