"id"	"sex"	"age"	"race"	"color"	"word"	"education"	"boxes"	"accuracy"	"confidence"	"rt"	"interest"
"1"	1	0	24	"asian"	"red"	"ship"	"PhD"	1	1	94	560.393799206544	3
"2"	2	1	25	"white"	"white"	"paper"	"PhD"	2	0	54	809.058738900833	4
"3"	3	1	24	"other"	"red"	"ship"	"HighSchool"	3	1	48	766.777828790602	5
"4"	4	0	21	"other"	"red"	"paper"	"BA"	4	0	29	910.161305906407	2
"5"	5	1	26	"hispanic"	"red"	"cannon"	"HighSchool"	5	0	15	1012.23716570763	4
"6"	6	1	26	"hispanic"	"red"	"paper"	"MS"	1	1	82	584.677619015408	5
"7"	7	1	27	"white"	"red"	"accurate"	"PhD"	2	1	59	759.451301911939	5
"8"	8	1	23	"white"	"white"	"ship"	"BA"	3	0	50	840.311603188243	5
"9"	9	1	28	"black"	"red"	"ship"	"PhD"	4	0	50	797.707311051518	6
"10"	10	1	26	"black"	"white"	"accurate"	"PhD"	5	0	10	987.639470744615	4
"11"	11	1	26	"white"	"white"	"ship"	"MS"	1	1	75	679.653797324341	5
"12"	12	0	24	"black"	"red"	"paper"	"MS"	2	1	79	580.720441875662	3
"13"	13	0	25	"white"	NA	"paper"	"BA"	3	0	50	820.045788811105	3
"14"	14	1	23	"black"	"red"	"ship"	"MS"	4	0	27	951.59829478014	4
"15"	15	0	26	"white"	"white"	"ship"	"BA"	5	0	10	1066.96944480902	NA
"16"	16	1	25	"white"	"white"	"paper"	"BA"	1	0	79	626.129888570188	6
"17"	17	0	27	"white"	"red"	"accurate"	"PhD"	2	0	84	637.861858725463	4
"18"	18	1	27	"black"	"white"	"ship"	"HighSchool"	3	0	57	684.822509107031	6
"19"	19	0	27	"black"	"red"	"paper"	"BA"	4	0	38	860.696789538228	2
"20"	20	1	28	"asian"	"red"	"paper"	"HighSchool"	5	0	26	926.00436155956	5
"21"	21	0	29	"white"	"white"	"ship"	"BA"	1	1	77	519.734265365345	3
"22"	22	0	24	"white"	"white"	"paper"	"BA"	2	0	65	NA	4
"23"	23	0	27	"hispanic"	"white"	"accurate"	"MS"	3	0	39	822.105660427598	3
"24"	24	0	24	"black"	"red"	"accurate"	"MS"	4	1	46	828.474313504139	3
"25"	25	0	25	"white"	"white"	"ship"	"PhD"	5	0	5	906.557288886248	2
"26"	26	0	21	"white"	"red"	"paper"	"BA"	1	1	82	696.075078101319	4
"27"	27	0	27	"white"	"red"	"cannon"	"HighSchool"	2	1	60	668.652533817401	3
"28"	28	0	26	"white"	"red"	"paper"	"PhD"	3	0	52	812.48820794015	4
"29"	29	0	26	"white"	"white"	"ship"	"BA"	4	0	39	814.005353184661	3
"30"	30	1	23	"black"	"red"	"cannon"	"HighSchool"	5	0	12	1113.89293637895	3
"31"	31	0	24	"other"	"white"	"cannon"	"PhD"	1	0	75	583.906590305798	3
"32"	32	0	26	"other"	"red"	"accurate"	"PhD"	2	1	66	662.599416868739	4
"33"	33	0	26	"white"	"red"	"paper"	"PhD"	3	0	45	825.16332973497	3
"34"	34	1	25	"white"	"red"	"accurate"	"BA"	4	0	44	862.357123180604	4
"35"	35	0	26	"white"	"white"	"paper"	"PhD"	5	0	10	1022.79859453646	2
"36"	36	0	23	"asian"	"red"	"paper"	"MS"	1	0	92	670.946795810726	3
"37"	37	0	24	"white"	"red"	"accurate"	"HighSchool"	2	1	65	660.448257282659	2
"38"	38	0	24	"white"	"white"	"paper"	"MS"	3	0	57	771.164579571314	3
"39"	39	0	27	"white"	"white"	"ship"	"PhD"	4	0	32	878.127269187644	4
"40"	40	0	26	"white"	"white"	"accurate"	"HighSchool"	5	0	4	1089.99587976995	2
"41"	41	1	25	"black"	"red"	"paper"	"MS"	1	1	85	560.646136004455	5
"42"	42	1	28	"other"	"red"	"paper"	"PhD"	2	1	68	742.590341675289	5
"43"	43	0	26	"white"	"white"	"paper"	"HighSchool"	3	0	42	886.473793419964	3
"44"	44	1	25	"black"	"white"	"accurate"	"BA"	4	0	22	909.355850394614	3
"45"	45	1	26	"asian"	"red"	"cannon"	"BA"	5	0	15	986.842338257427	NA
"46"	46	1	26	"white"	"white"	"accurate"	"PhD"	1	1	66	662.571641179372	6
