"id"	"sex"	"age"	"race"	"color"	"word"	"education"	"boxes"	"accuracy"	"confidence"	"rt"	"interest"
"1"	1	0	27	"white"	"orange"	"accurate"	"PhD"	1	1	77	552.530103004662	4
"2"	2	1	27	"other"	"orange"	"glasses"	"PhD"	2	1	79	614.687479703651	6
"3"	3	1	23	"white"	"yellow"	"accurate"	"PhD"	3	0	36	753.102149279704	4
"4"	4	0	25	"white"	"orange"	"accurate"	"MS"	4	0	39	882.953395941364	2
"5"	5	1	23	"asian"	"orange"	"eyepatch"	"PhD"	5	0	22	953.947380868914	3
"6"	6	1	26	"white"	"orange"	"ship"	"BA"	1	1	87	636.651715230291	5
"7"	7	0	24	"asian"	"orange"	"accurate"	"MS"	2	0	68	761.110762942667	5
"8"	8	1	24	"white"	"yellow"	"ship"	"HighSchool"	3	1	43	805.578212169545	5
"9"	9	1	25	"hispanic"	"orange"	"accurate"	"HighSchool"	4	0	42	775.892660176957	3
"10"	10	1	25	"hispanic"	"yellow"	"accurate"	"BA"	5	0	24	887.558074508299	4
"11"	11	0	26	"white"	"orange"	"eyepatch"	"HighSchool"	1	1	80	606.503990114499	4
"12"	12	0	25	"black"	"yellow"	"eyepatch"	"MS"	2	1	62	831.704665636918	4
"13"	13	0	28	"other"	"yellow"	"accurate"	"MS"	3	0	46	750.498805688337	3
"14"	14	0	27	"asian"	"orange"	"accurate"	"HighSchool"	4	0	34	874.585232238011	2
"15"	15	0	24	"black"	"yellow"	"ship"	"MS"	5	0	19	1025.74207273476	2
"16"	16	1	27	"black"	"orange"	"accurate"	"PhD"	1	1	100	550.617158832239	6
"17"	17	0	24	"white"	"yellow"	"eyepatch"	"PhD"	2	1	70	596.843063214349	3
"18"	18	0	23	"white"	"yellow"	"accurate"	"MS"	3	0	42	781.672338571587	2
"19"	19	0	26	"white"	"yellow"	"accurate"	"BA"	4	0	29	895.343686279418	3
"20"	20	0	26	"white"	"yellow"	"accurate"	"HighSchool"	5	0	6	1086.69305628223	1
"21"	21	0	26	"white"	"yellow"	"glasses"	"MS"	1	1	70	633.377644778708	5
"22"	22	1	26	"black"	"orange"	"glasses"	"MS"	2	0	75	557.404994415761	6
"23"	23	0	25	"white"	"orange"	"eyepatch"	"BA"	3	0	51	712.314576703409	3
"24"	24	0	21	"black"	"orange"	"accurate"	"BA"	4	0	37	790.894890315024	3
"25"	25	0	24	"white"	"orange"	"ship"	"BA"	5	0	8	918.733912445027	1
"26"	26	0	21	"white"	"orange"	"ship"	"BA"	1	1	82	537.336972870723	3
"27"	27	1	27	"asian"	"orange"	"accurate"	"HighSchool"	2	1	56	699.333484562559	5
