"id"	"sex"	"age"	"race"	"color"	"word"	"education"	"boxes"	"accuracy"	"confidence"	"rt"	"interest"
"1"	1	0	26	"black"	"brown"	"broom"	"PhD"	1	0	75	583.614140442759	4
"2"	2	1	26	"other"	"orange"	"candle"	"PhD"	2	1	67	726.556480803898	6
"3"	3	1	28	"white"	"orange"	"candle"	"MS"	3	1	41	796.19736034303	4
"4"	4	1	26	"black"	"brown"	"paper"	"HighSchool"	4	1	24	995.897684343593	4
"5"	5	0	21	"white"	"orange"	"accurate"	"PhD"	5	0	6	NA	2
"6"	6	1	24	"hispanic"	"brown"	"paper"	"BA"	1	0	88	617.256274134988	6
"7"	7	0	23	"asian"	"brown"	"candle"	"HighSchool"	2	1	55	713.110789402179	4
"8"	8	1	25	"black"	"orange"	"candle"	"MS"	3	0	42	821.340106234965	4
"9"	9	1	24	"white"	"orange"	"broom"	"BA"	4	0	29	945.798285966833	4
"10"	10	0	28	"other"	"brown"	"accurate"	"PhD"	5	0	8	1103.95079447181	2
"11"	11	1	27	"white"	"brown"	"broom"	"HighSchool"	1	1	88	440.283270620289	6
"12"	12	1	26	"white"	"orange"	"paper"	"PhD"	2	1	61	786.918049822527	5
"13"	13	0	24	"hispanic"	"orange"	"accurate"	"MS"	3	1	55	705.235871844777	4
"14"	14	1	26	"white"	"brown"	"broom"	"BA"	4	0	33	1001.13226617482	5
"15"	15	0	22	"white"	"orange"	"candle"	"HighSchool"	5	1	17	887.586194907745	3
"16"	16	0	23	"other"	"brown"	"paper"	"PhD"	1	1	100	487.013620610555	5
"17"	17	1	28	"white"	"orange"	"broom"	"HighSchool"	2	0	64	651.442245548324	5
"18"	18	0	28	"white"	"orange"	"broom"	"HighSchool"	3	1	50	913.364878114457	4
"19"	19	1	25	"white"	"brown"	"broom"	"MS"	4	0	47	871.370755368482	5
"20"	20	1	27	"white"	"brown"	"broom"	"MS"	5	0	14	892.320398635773	NA
"21"	21	0	23	"black"	"orange"	"accurate"	"PhD"	1	1	65	711.706118489091	3
"22"	22	0	25	"white"	"orange"	"paper"	"MS"	2	1	68	692.123535212692	3
"23"	23	0	26	"white"	"brown"	"paper"	"MS"	3	0	60	849.564562996606	4
"24"	24	0	24	"hispanic"	"orange"	"broom"	"HighSchool"	4	0	26	870.851505068065	4
"25"	25	0	31	"other"	"orange"	"accurate"	"MS"	5	0	20	971.930422831188	3
"26"	26	1	23	"hispanic"	"orange"	"candle"	"BA"	1	1	71	604.08126454572	6
"27"	27	0	29	"white"	"brown"	"candle"	"BA"	2	0	70	723.051337338195	4
"28"	28	0	26	"other"	"orange"	"candle"	"PhD"	3	1	35	962.532819625331	2
"29"	29	0	23	"asian"	"orange"	"paper"	"BA"	4	1	27	861.172262386552	3
"30"	30	0	24	"other"	"brown"	"broom"	"HighSchool"	5	0	18	979.150541083784	1
"31"	31	1	25	"white"	"orange"	"broom"	"HighSchool"	1	1	80	637.870586862542	6
"32"	32	0	23	"black"	"orange"	"candle"	"HighSchool"	2	1	61	681.479658538928	4
"33"	33	0	27	"white"	"orange"	"candle"	"PhD"	3	0	40	844.382004678307	4
"34"	34	0	25	"white"	"brown"	"paper"	"HighSchool"	4	0	37	892.231676214733	3
"35"	35	0	27	"black"	"orange"	"candle"	"PhD"	5	0	4	931.736173376439	2
"36"	36	1	27	"other"	"orange"	"broom"	"BA"	1	1	83	638.513532191023	5
"37"	37	1	28	"black"	"orange"	"candle"	"PhD"	2	1	54	686.429399505533	5
"38"	38	0	26	"other"	"orange"	"candle"	"HighSchool"	3	1	46	810.227996570354	4
"39"	39	0	23	"hispanic"	"brown"	"broom"	"HighSchool"	4	0	28	933.305572023571	2
"40"	40	0	28	"white"	"orange"	"paper"	"PhD"	5	0	19	1004.73103071498	4
"41"	41	1	25	"white"	"orange"	"accurate"	"PhD"	1	0	77	544.685115661566	5
"42"	42	1	24	"white"	"orange"	"paper"	"HighSchool"	2	1	64	743.020039088011	5
"43"	43	0	25	"white"	"brown"	"candle"	"MS"	3	0	46	788.421456487446	3
"44"	44	1	26	"black"	"brown"	"accurate"	"BA"	4	0	32	849.049614117743	5
"45"	45	1	24	"hispanic"	"orange"	"accurate"	"MS"	5	0	18	1081.95700896393	3
"46"	46	0	23	"other"	"orange"	"accurate"	"PhD"	1	1	75	497.408209461231	4
"47"	47	1	26	"asian"	"orange"	"paper"	"PhD"	2	1	69	735.550491647754	5
"48"	48	1	26	"black"	"brown"	"candle"	"PhD"	3	1	51	840.69199672556	5
"49"	49	1	25	"black"	"brown"	"accurate"	"PhD"	4	0	31	801.439641005354	4
"50"	50	1	24	"asian"	"orange"	"accurate"	"BA"	5	0	15	1014.20275262329	3
"51"	51	0	24	"other"	"brown"	"candle"	"MS"	1	1	83	508.432027604998	4
"52"	52	0	22	"black"	"brown"	"paper"	"PhD"	2	0	66	666.434717662988	3
"53"	53	1	27	"black"	"brown"	"paper"	"PhD"	3	0	50	739.401597729407	4
"54"	54	0	25	"black"	"brown"	"candle"	"BA"	4	0	46	815.180798014927	3
"55"	55	1	26	"white"	"orange"	"paper"	"PhD"	5	1	20	1059.59999279308	4
"56"	56	0	28	"white"	"orange"	"paper"	"PhD"	1	1	74	663.897635777308	4
"57"	57	0	23	"asian"	"orange"	"candle"	"MS"	2	0	64	663.96355774798	4
"58"	58	1	23	"asian"	"orange"	"accurate"	"MS"	3	0	49	748.263668030659	5
"59"	59	1	28	NA	"orange"	"accurate"	"PhD"	4	0	34	744.187612325061	4
"60"	60	0	21	"white"	"brown"	"broom"	"MS"	5	0	27	913.013769389473	2
"61"	61	0	24	"black"	"orange"	"candle"	"BA"	1	1	73	648.081090180196	4
"62"	62	1	24	NA	"brown"	"paper"	"PhD"	2	1	57	751.490263800343	4
"63"	63	0	23	"black"	"orange"	"accurate"	"BA"	3	1	41	855.68576528644	2
"64"	64	1	25	"asian"	"orange"	"broom"	"HighSchool"	4	0	24	954.461107079772	4
"65"	65	0	25	"asian"	"orange"	"accurate"	"BA"	5	0	20	871.101143928974	3
"66"	66	0	23	"black"	"brown"	"accurate"	"BA"	1	1	85	655.118290666168	4
"67"	67	1	26	"black"	"brown"	"accurate"	"HighSchool"	2	1	68	623.732440586593	6
"68"	68	0	25	"white"	"orange"	"candle"	"BA"	3	0	56	708.147281830587	4
"69"	69	1	23	"hispanic"	"orange"	"candle"	"BA"	4	0	25	939.803307494748	4
"70"	70	1	25	"black"	"brown"	"paper"	"HighSchool"	5	0	20	832.624495003157	5
"71"	71	0	27	"hispanic"	"brown"	"candle"	"PhD"	1	1	73	661.740336195003	4
"72"	72	0	27	"asian"	"orange"	"accurate"	"MS"	2	1	68	684.9381342616	4
"73"	73	1	27	"white"	"orange"	"candle"	"PhD"	3	NA	45	839.997936449629	4
"74"	74	0	28	"black"	"brown"	"candle"	"MS"	4	1	31	853.035121658774	2
"75"	75	1	25	"white"	"orange"	"broom"	"PhD"	5	0	19	969.17585135453	4
"76"	76	0	23	"black"	"brown"	"paper"	"MS"	1	1	84	687.704142861693	4
"77"	77	1	22	"white"	"brown"	"candle"	"BA"	2	1	76	632.716879363562	5
"78"	78	1	23	"white"	"orange"	"paper"	"PhD"	3	1	52	847.379692569762	5
"79"	79	0	24	"hispanic"	"brown"	"accurate"	"PhD"	4	0	48	725.069310257527	4
"80"	80	0	28	"asian"	"orange"	"broom"	"PhD"	5	0	18	1030.62924409777	2
"81"	81	1	26	"white"	"orange"	"accurate"	"HighSchool"	1	1	65	603.964161814963	4
"82"	82	1	24	"white"	"orange"	"broom"	"HighSchool"	2	0	57	725.28470406604	5
"83"	83	0	26	"white"	"orange"	"broom"	"MS"	3	1	49	835.465446124274	3
"84"	84	1	23	"black"	"orange"	"broom"	"PhD"	4	0	32	960.901936552999	4
"85"	85	1	23	"white"	"brown"	"broom"	"HighSchool"	5	0	10	971.748554756684	3
"86"	86	0	26	"asian"	"orange"	"accurate"	"MS"	1	1	72	556.526502672886	5
"87"	87	1	26	"white"	"orange"	"accurate"	"PhD"	2	0	66	711.511974992117	6
"88"	88	1	26	"black"	"orange"	"broom"	"HighSchool"	3	1	37	877.993780381379	4
"89"	89	0	25	"asian"	"brown"	"paper"	"PhD"	4	0	28	913.383785987724	4
"90"	90	1	25	"asian"	"orange"	"broom"	"BA"	5	0	7	978.577556709655	4
"91"	91	1	24	"white"	"brown"	"paper"	"BA"	1	1	79	527.819790307759	6
"92"	92	1	26	"asian"	"orange"	"candle"	"BA"	2	0	67	789.233362605452	5
"93"	93	1	23	"hispanic"	"brown"	"candle"	"PhD"	3	1	46	841.832899620401	5
"94"	94	0	21	"black"	"orange"	"paper"	"BA"	4	0	29	895.922428349001	3
"95"	95	0	24	"white"	"orange"	"candle"	"MS"	5	0	11	1058.56048110964	2
