"id"	"sex"	"age"	"race"	"color"	"word"	"education"	"boxes"	"accuracy"	"confidence"	"rt"	"interest"
"1"	1	0	27	"black"	"brown"	"paper"	"PhD"	1	NA	82	535.39689247388	4
"2"	2	1	25	NA	"brown"	"accurate"	"PhD"	2	1	72	576.053842921827	5
"3"	3	0	27	"black"	"white"	"paper"	"BA"	3	1	41	764.810105106446	3
"4"	4	1	26	"white"	"brown"	"eyepatch"	"MS"	4	0	NA	891.856113864768	4
"5"	5	1	25	"white"	"white"	"accurate"	"PhD"	5	0	6	954.930981306425	4
"6"	6	0	28	"hispanic"	"brown"	"paper"	"HighSchool"	1	1	75	691.910270385154	4
"7"	7	0	26	"asian"	"white"	"paper"	"HighSchool"	2	1	70	541.989338818963	4
"8"	8	1	23	"black"	"brown"	"accurate"	"PhD"	3	0	51	802.424066037595	4
"9"	9	0	24	"white"	"brown"	"eyepatch"	"HighSchool"	4	0	45	841.238425832991	3
"10"	10	0	25	"white"	"white"	"eyepatch"	"HighSchool"	5	0	13	972.19356363421	2
"11"	11	0	29	"other"	"white"	"paper"	"BA"	1	1	89	630.072773663079	4
"12"	12	0	26	"white"	"brown"	"accurate"	"BA"	2	1	79	720.666553331048	5
"13"	13	0	28	"hispanic"	"white"	"candle"	"HighSchool"	3	NA	34	892.345427166305	3
"14"	14	0	24	"asian"	"brown"	"candle"	"HighSchool"	4	0	27	847.899655779203	2
"15"	15	0	24	"white"	"white"	"candle"	"BA"	5	0	8	1111.07704274073	1
"16"	16	1	21	"hispanic"	"brown"	"eyepatch"	"PhD"	1	1	92	566.429505953038	6
"17"	17	0	23	"hispanic"	"brown"	"paper"	"BA"	2	1	68	668.351254160919	4
"18"	18	0	25	"other"	"white"	"accurate"	"BA"	3	0	45	825.526435012375	3
"19"	19	1	25	"white"	"white"	"paper"	"PhD"	4	0	37	805.838627626037	4
"20"	20	0	27	"other"	"brown"	"candle"	"PhD"	5	0	20	975.724027768163	2
"21"	21	1	23	"white"	"white"	"candle"	"HighSchool"	1	1	91	636.879944105582	6
"22"	22	1	24	"other"	"white"	"candle"	"PhD"	2	0	60	696.278432530601	5
"23"	23	0	26	"other"	"white"	"candle"	"BA"	3	0	63	576.575772138939	4
"24"	24	1	28	"white"	"white"	"accurate"	"MS"	4	0	26	889.418603142421	4
"25"	25	1	26	"black"	"brown"	"paper"	"BA"	5	0	34	775.648926306581	4
"26"	26	0	26	"white"	"white"	"paper"	"BA"	1	1	69	737.738737275203	3
"27"	27	0	28	"hispanic"	"brown"	"eyepatch"	"BA"	2	0	78	764.73964146843	5
"28"	28	0	25	"white"	"brown"	"accurate"	"PhD"	3	0	53	707.90170443702	3
"29"	29	1	25	"hispanic"	"white"	"paper"	"MS"	4	0	33	880.268533889249	4
"30"	30	0	27	"white"	"brown"	"eyepatch"	"HighSchool"	5	0	18	987.209892488048	2
"31"	31	1	27	"white"	"white"	"eyepatch"	"HighSchool"	1	0	67	671.559627857886	4
"32"	32	1	25	"white"	"white"	"candle"	"BA"	2	1	53	760.574091206798	5
"33"	33	1	23	"other"	"brown"	"paper"	"PhD"	3	0	49	778.521663504536	5
"34"	34	0	26	"white"	"brown"	"accurate"	"HighSchool"	4	1	32	755.836027103996	2
"35"	35	0	26	"white"	"brown"	"candle"	"MS"	5	0	18	987.591005457943	2
"36"	36	1	27	"white"	"white"	"eyepatch"	"PhD"	1	1	76	668.251735552559	7
"37"	37	1	28	"black"	"brown"	"eyepatch"	"BA"	2	0	66	700.161211517308	5
"38"	38	0	24	"white"	"brown"	"candle"	"HighSchool"	3	0	51	717.453252092557	4
"39"	39	1	27	"white"	"brown"	"candle"	"MS"	4	0	36	876.038629954377	5
"40"	40	0	26	"white"	"brown"	"paper"	"HighSchool"	5	0	25	991.876751022644	3
"41"	41	0	26	"white"	"brown"	"paper"	"HighSchool"	1	0	90	598.464538860798	4
"42"	42	0	25	"white"	"white"	"paper"	"PhD"	2	1	55	700.123993180049	3
"43"	43	0	24	"white"	"white"	"paper"	"MS"	3	0	36	952.562598303904	2
"44"	44	1	22	"white"	"brown"	"paper"	"BA"	4	0	21	984.694533323327	3
"45"	45	0	28	"white"	"white"	"accurate"	"HighSchool"	5	0	22	967.357022313022	2
"46"	46	0	27	"white"	"brown"	"paper"	"HighSchool"	1	1	88	570.965059680454	4
"47"	47	1	28	"white"	"white"	"eyepatch"	"HighSchool"	2	1	61	683.67196961295	6
"48"	48	0	23	"white"	"brown"	"eyepatch"	"BA"	3	0	49	743.406285043811	4
"49"	49	0	27	"other"	"brown"	"accurate"	"PhD"	4	0	38	860.035554161792	2
"50"	50	1	25	"other"	"brown"	"paper"	"BA"	5	0	20	914.670698897073	3
"51"	51	1	24	"white"	"brown"	"paper"	"BA"	1	1	84	587.288690945416	4
"52"	52	1	24	"white"	"white"	"accurate"	NA	2	0	74	613.157424305101	6
"53"	53	0	25	"asian"	"brown"	"accurate"	"PhD"	3	1	49	746.027148471363	2
"54"	54	1	28	"hispanic"	"brown"	"eyepatch"	"PhD"	4	0	36	863.585229165367	4
"55"	55	0	26	"white"	"white"	"eyepatch"	"PhD"	5	0	9	1072.39255939113	2
"56"	56	1	24	"white"	"brown"	"eyepatch"	"BA"	1	1	74	632.371140793262	6
"57"	57	0	26	"black"	"white"	"candle"	"HighSchool"	2	1	60	669.369550247729	4
"58"	58	1	23	"asian"	"white"	"accurate"	"PhD"	3	0	58	714.428258181845	6
"59"	59	0	26	"other"	"white"	"candle"	"BA"	4	1	25	876.588473453509	2
"60"	60	0	29	"asian"	"brown"	"paper"	"BA"	5	0	4	1031.09278485361	3
"61"	61	0	22	"black"	"brown"	"paper"	"BA"	1	1	84	605.75647009593	4
"62"	62	1	27	"white"	"white"	"eyepatch"	"HighSchool"	2	1	53	827.24244779313	6
"63"	63	1	24	"asian"	"white"	"eyepatch"	"BA"	3	0	37	789.780193217523	4
"64"	64	0	25	"white"	"white"	"eyepatch"	"PhD"	4	1	36	748.329333130381	3
"65"	65	0	26	"hispanic"	"brown"	"paper"	"PhD"	5	0	NA	903.905966497422	2
"66"	66	1	26	"white"	"brown"	"paper"	"HighSchool"	1	1	88	548.640225486214	6
"67"	67	0	27	"other"	"brown"	"candle"	"PhD"	2	1	66	632.740982757466	4
"68"	68	0	25	"white"	"white"	"accurate"	"MS"	3	0	48	806.814655466751	2
"69"	69	0	27	"white"	"brown"	"paper"	"PhD"	4	1	32	783.27369853316	3
