"id"	"sex"	"age"	"race"	"color"	"word"	"education"	"boxes"	"accuracy"	"confidence"	"rt"	"interest"
"1"	1	0	27	"black"	"red"	"ship"	"MS"	1	1	86	595.560150909084	4
"2"	2	0	24	"white"	"red"	"accurate"	"HighSchool"	2	1	70	635.957483109459	4
"3"	3	1	27	"hispanic"	"red"	"cannon"	"MS"	3	0	38	769.895358184819	4
"4"	4	0	23	"white"	"red"	"cannon"	"BA"	4	0	29	901.177843612107	3
"5"	5	0	22	"hispanic"	"red"	"cannon"	NA	5	0	20	1010.63734175729	2
"6"	6	1	25	"white"	"black"	"cannon"	"BA"	1	1	78	620.75448311366	5
"7"	7	1	24	"hispanic"	"black"	"broom"	"PhD"	2	0	76	582.011561728807	5
"8"	8	0	25	"black"	"black"	"accurate"	"HighSchool"	3	0	56	743.049060165579	3
"9"	9	0	25	"black"	"red"	"ship"	"BA"	4	0	31	770.322516542447	3
"10"	10	0	26	"white"	"black"	"ship"	"BA"	5	0	24	944.29285283959	2
"11"	11	1	25	"asian"	"black"	"broom"	"BA"	1	1	95	567.343138488448	6
"12"	12	0	25	"white"	"black"	"cannon"	"HighSchool"	2	1	66	708.580519587366	3
"13"	13	0	25	"black"	"black"	"broom"	"BA"	3	0	46	729.932903219472	3
"14"	14	1	28	"white"	"red"	"accurate"	"MS"	4	1	36	971.181394148495	4
"15"	15	0	20	"black"	"red"	"cannon"	"BA"	5	0	19	888.379442324684	2
"16"	16	1	25	"asian"	"black"	"ship"	"BA"	1	1	88	577.370321480821	5
"17"	17	0	25	"white"	"black"	"cannon"	"HighSchool"	2	0	71	669.305114854955	3
"18"	18	0	23	"other"	"black"	"cannon"	"HighSchool"	3	1	59	751.733667885518	4
"19"	19	1	29	"asian"	"black"	"broom"	"MS"	4	0	41	861.967569223326	5
"20"	20	0	25	"asian"	"red"	"broom"	"HighSchool"	5	0	14	933.457152758345	3
"21"	21	1	28	"white"	"red"	"cannon"	"BA"	1	1	85	611.457592400928	5
"22"	22	0	23	"white"	"red"	"ship"	"BA"	2	0	59	786.516544528946	2
"23"	23	0	28	"black"	"red"	"accurate"	"HighSchool"	3	0	55	692.621443909799	3
"24"	24	1	25	"other"	"black"	"ship"	"BA"	4	0	36	823.478939629028	4
"25"	25	1	26	"black"	"black"	"accurate"	"HighSchool"	5	0	21	986.242663455822	4
"26"	26	0	22	"hispanic"	"red"	"broom"	"BA"	1	0	78	603.075190542502	5
"27"	27	0	19	"white"	"black"	"cannon"	"BA"	2	1	64	708.375591148004	3
"28"	28	1	23	"black"	"red"	"ship"	"PhD"	3	1	45	809.014364623552	5
"29"	29	0	27	"white"	"black"	"broom"	"BA"	4	1	34	829.256535407038	3
"30"	30	1	25	"white"	"black"	"ship"	"HighSchool"	5	0	13	926.678421399376	3
"31"	31	1	25	"white"	"black"	"accurate"	"HighSchool"	1	1	82	496.345871771023	5
"32"	32	1	22	"white"	"red"	"ship"	"PhD"	2	1	71	646.024821028101	5
"33"	33	0	23	"other"	"black"	"accurate"	"PhD"	3	0	50	763.008823202009	2
"34"	34	1	25	"asian"	"black"	"broom"	"BA"	4	1	29	858.539771081054	5
"35"	35	1	28	"white"	"black"	"accurate"	"HighSchool"	5	1	25	957.065306143614	3
"36"	36	1	28	"white"	"black"	"ship"	"MS"	1	1	84	512.181774317968	5
"37"	37	1	24	"white"	"black"	"accurate"	"HighSchool"	2	1	65	747.930673380192	5
"38"	38	1	25	"white"	"black"	"cannon"	"MS"	3	1	52	792.30862402624	5
"39"	39	0	27	"other"	"red"	"broom"	"HighSchool"	4	0	32	861.086012960923	2
"40"	40	0	22	"asian"	"black"	"ship"	"PhD"	5	0	26	1005.88187800754	3
"41"	41	0	26	"asian"	"black"	"ship"	"BA"	1	1	89	566.868923179093	5
"42"	42	0	24	"hispanic"	"red"	"cannon"	"MS"	2	1	64	644.85400624063	4
"43"	43	1	21	"white"	"black"	"accurate"	"MS"	3	0	66	599.145824952167	5
"44"	44	1	26	"asian"	"red"	"accurate"	"PhD"	4	0	18	1000.7820786525	4
"45"	45	1	25	"other"	"red"	"ship"	"HighSchool"	5	0	16	973.202107674507	4
"46"	46	0	21	"white"	"red"	"cannon"	"BA"	1	0	74	632.349411108162	4
"47"	47	0	23	"asian"	"black"	"cannon"	"MS"	2	0	69	702.739790081288	2
"48"	48	0	26	"white"	"black"	"cannon"	"MS"	3	1	54	805.834224042642	3
"49"	49	1	26	"asian"	"red"	"accurate"	"PhD"	4	0	29	882.967580171524	3
"50"	50	1	22	"black"	"red"	"accurate"	"BA"	5	0	26	1045.8391599081	5
"51"	51	1	26	"white"	"red"	"ship"	"MS"	1	1	70	720.648391996299	6
"52"	52	0	21	"asian"	"red"	"ship"	"BA"	2	1	52	749.362962854848	3
"53"	53	0	26	"white"	"red"	"broom"	"MS"	3	0	56	691.91792577182	2
"54"	54	0	27	"white"	"red"	"ship"	"BA"	4	0	24	884.227810406185	2
"55"	55	1	27	"other"	"red"	"broom"	"PhD"	5	0	18	1021.50806654345	4
"56"	56	0	24	"other"	"black"	"accurate"	"HighSchool"	1	1	88	509.318769421382	5
"57"	57	1	31	"white"	"red"	"cannon"	"PhD"	2	1	62	677.88583880354	6
