"id"	"sex"	"age"	"race"	"color"	"word"	"education"	"boxes"	"accuracy"	"confidence"	"rt"	"interest"
"1"	1	1	23	"white"	"brown"	"broom"	"BA"	1	0	80	634.809788658565	6
"2"	2	1	26	"white"	"orange"	"accurate"	"HighSchool"	2	0	71	663.344874284974	6
"3"	3	0	21	"black"	"orange"	"broom"	"HighSchool"	3	0	58	676.954062047367	4
"4"	4	1	24	"white"	"orange"	"glasses"	"BA"	4	1	31	930.424369630219	NA
"5"	5	1	27	"white"	"orange"	"paper"	"MS"	5	0	30	876.950976486427	4
"6"	6	1	24	"black"	"brown"	"broom"	"MS"	1	1	82	553.843095505593	5
"7"	7	0	25	"hispanic"	"brown"	"accurate"	"PhD"	2	1	56	785.067868073648	4
"8"	8	1	24	"white"	"orange"	"accurate"	"PhD"	3	0	54	738.255874253983	6
"9"	9	1	28	"white"	"orange"	"accurate"	"HighSchool"	4	0	29	827.404559094411	4
"10"	10	1	25	"white"	"orange"	"paper"	"PhD"	5	NA	21	998.862373900942	4
"11"	11	1	26	"white"	"orange"	"glasses"	"PhD"	1	1	100	541.211352010398	7
"12"	12	1	27	"asian"	"brown"	"broom"	"HighSchool"	2	1	59	653.251703445368	4
"13"	13	1	24	"white"	"brown"	"paper"	"MS"	3	0	44	790.09187762203	5
"14"	14	0	23	"hispanic"	"brown"	"paper"	"PhD"	4	0	30	907.574736698252	4
"15"	15	0	24	"hispanic"	"orange"	"glasses"	"HighSchool"	5	0	25	935.964666534053	3
"16"	16	0	22	"other"	"brown"	"paper"	"HighSchool"	1	1	85	460.605280553599	4
"17"	17	0	29	"white"	"orange"	"broom"	"PhD"	2	0	56	779.552888102725	4
"18"	18	0	25	"white"	"orange"	"broom"	"MS"	3	0	42	770.691334879874	2
"19"	19	0	25	"white"	"orange"	"broom"	"PhD"	4	0	28	995.377819072542	3
"20"	20	0	26	"asian"	"brown"	"paper"	"HighSchool"	5	0	13	922.918988229465	2
"21"	21	1	22	"other"	"orange"	"glasses"	"MS"	1	NA	82	626.109982368977	5
"22"	22	0	25	"black"	"brown"	"broom"	"MS"	2	1	62	728.013071043837	4
"23"	23	1	28	"black"	"orange"	"glasses"	"BA"	3	1	52	667.51772972979	5
"24"	24	1	28	"black"	"brown"	"glasses"	"MS"	4	0	29	855.119203721007	4
"25"	25	0	26	"white"	"orange"	"broom"	"BA"	5	0	24	926.281685432478	2
"26"	26	0	26	"asian"	"orange"	"glasses"	"HighSchool"	1	1	91	593.464203142629	5
"27"	27	1	25	"black"	"orange"	"broom"	"HighSchool"	2	1	63	655.976318811241	5
"28"	28	1	23	"black"	"brown"	"accurate"	"BA"	3	0	42	862.246581295994	6
"29"	29	0	24	"white"	"orange"	"accurate"	"HighSchool"	4	0	37	792.356257160959	3
"30"	30	1	25	"white"	"brown"	"broom"	"BA"	5	0	12	1071.50765230256	3
"31"	31	1	22	"white"	"orange"	"broom"	"BA"	1	1	87	708.948927751502	6
"32"	32	0	27	"asian"	"brown"	"accurate"	"MS"	2	1	65	629.747981459485	4
"33"	33	0	25	"white"	"brown"	"broom"	"MS"	3	0	33	797.791001366351	3
"34"	34	0	27	"white"	"orange"	"glasses"	"BA"	4	1	35	846.632228832198	3
"35"	35	0	23	"white"	"orange"	"accurate"	"MS"	5	0	12	1008.4092389196	2
"36"	36	0	24	"other"	"orange"	"broom"	"MS"	1	1	73	637.03763530541	4
"37"	37	0	20	"white"	"brown"	"broom"	"MS"	2	1	57	777.871809616907	3
"38"	38	0	26	"asian"	"brown"	"paper"	"MS"	3	0	32	831.628401187557	4
"39"	39	1	27	"white"	"orange"	"accurate"	"BA"	4	0	37	916.188995231507	5
"40"	40	0	26	"white"	"brown"	"accurate"	"MS"	5	0	16	929.778954762267	2
"41"	41	1	27	"white"	"orange"	"accurate"	"BA"	1	1	90	563.690978276957	5
