"id"	"sex"	"age"	"race"	"color"	"word"	"education"	"boxes"	"accuracy"	"confidence"	"rt"	"interest"
"1"	1	1	31	"white"	"brown"	"ship"	"HighSchool"	1	0	84	630.377246458513	6
"2"	2	0	27	"white"	"brown"	"candle"	"HighSchool"	2	0	70	697.083749901754	4
"3"	3	1	26	"white"	"brown"	"candle"	"PhD"	3	0	47	800.06434173969	5
"4"	4	1	25	"white"	"brown"	"candle"	"PhD"	4	0	26	858.483015273428	5
"5"	5	0	25	"other"	"brown"	"ship"	"BA"	5	0	1	1091.10725835316	2
"6"	6	1	22	"white"	"yellow"	"ship"	"HighSchool"	1	0	85	554.887279923004	6
"7"	7	0	23	"other"	"yellow"	"eyepatch"	"PhD"	2	1	67	680.823237886536	4
"8"	8	0	27	"white"	"yellow"	"candle"	"HighSchool"	3	0	50	773.284970468651	3
"9"	9	0	25	"white"	"yellow"	"accurate"	"PhD"	4	1	26	1050.89706270275	2
"10"	10	1	23	"asian"	"yellow"	"accurate"	"BA"	5	0	28	915.850819523716	5
"11"	11	1	27	"white"	"yellow"	"accurate"	"MS"	1	1	89	558.014688472975	7
"12"	12	1	21	"asian"	"brown"	"candle"	"PhD"	2	0	58	651.103181640254	4
"13"	13	1	27	"white"	"yellow"	"accurate"	"PhD"	3	0	50	835.818532670529	4
"14"	14	0	26	"white"	"brown"	"accurate"	"HighSchool"	4	1	30	880.440534182117	2
"15"	15	0	26	"asian"	"yellow"	"ship"	"MS"	5	0	10	977.722968096081	3
"16"	16	1	24	"black"	"brown"	"accurate"	"PhD"	1	1	74	637.808708541189	6
"17"	17	1	23	"white"	"yellow"	"accurate"	"BA"	2	1	72	650.52455044846	5
"18"	18	1	26	"white"	"yellow"	"ship"	"MS"	3	0	56	778.29900155636	6
"19"	19	0	26	"white"	"yellow"	"ship"	"MS"	4	0	38	773.642171087253	3
"20"	20	1	26	"white"	"brown"	"eyepatch"	"HighSchool"	5	0	8	1016.08427118631	4
"21"	21	1	26	"white"	"yellow"	"accurate"	"BA"	1	1	86	591.506715180503	6
"22"	22	1	25	"hispanic"	"brown"	"ship"	"BA"	2	0	64	739.181647384222	5
"23"	23	0	29	"white"	"yellow"	"candle"	"HighSchool"	3	1	57	736.307813353431	4
"24"	24	0	22	"black"	"brown"	"ship"	"PhD"	4	0	30	831.186431116458	2
"25"	25	1	25	"white"	"yellow"	"ship"	"HighSchool"	5	1	24	973.40975510862	4
"26"	26	1	24	"white"	"yellow"	"accurate"	"HighSchool"	1	1	94	416.111538893018	7
"27"	27	1	25	"black"	"brown"	"accurate"	"PhD"	2	1	62	753.609899211432	5
"28"	28	1	27	"white"	"brown"	"ship"	"PhD"	3	0	48	775.999914043812	4
"29"	29	0	25	"white"	"brown"	"accurate"	"BA"	4	0	33	889.551464698168	3
"30"	30	1	24	"black"	"yellow"	"ship"	"PhD"	5	0	22	973.746104984702	4
"31"	31	0	24	"asian"	"yellow"	"candle"	"HighSchool"	1	1	85	614.968291764738	4
"32"	32	0	26	"black"	"yellow"	"eyepatch"	"BA"	2	1	60	712.065107381942	3
"33"	33	1	23	"white"	"brown"	"accurate"	"PhD"	3	0	45	817.187297873979	4
"34"	34	1	26	"white"	"brown"	"accurate"	"HighSchool"	4	0	28	868.758994136156	4
"35"	35	1	27	"white"	"yellow"	"ship"	"BA"	5	0	30	899.593236602857	4
"36"	36	1	24	"white"	"brown"	"ship"	"HighSchool"	1	1	66	683.6790533618	5
"37"	37	0	28	"other"	"yellow"	"accurate"	"BA"	2	1	58	652.048219339285	5
"38"	38	0	26	"white"	"brown"	"eyepatch"	"MS"	3	0	45	929.185936076239	4
"39"	39	1	24	"white"	"brown"	"accurate"	"MS"	4	0	26	887.063502018419	4
"40"	40	1	27	"asian"	"brown"	"accurate"	"BA"	5	0	20	1005.21850934383	4
"41"	41	1	24	"black"	"brown"	"ship"	"MS"	1	0	84	542.239489677823	6
"42"	42	0	24	"hispanic"	"yellow"	"accurate"	"MS"	2	1	65	697.137296745497	5
