"id"	"sex"	"age"	"race"	"color"	"word"	"education"	"boxes"	"accuracy"	"confidence"	"rt"	"interest"
"1"	1	1	29	"hispanic"	"blue"	"eyepatch"	"HighSchool"	1	1	75	607.378262847311	5
"2"	2	0	23	"hispanic"	"blue"	"accurate"	"MS"	2	0	68	594.17131961643	4
"3"	3	0	26	"white"	"blue"	"ship"	"MS"	3	1	43	891.620544717709	3
"4"	4	1	26	"hispanic"	"blue"	"eyepatch"	"HighSchool"	4	0	28	893.215542663271	4
"5"	5	0	25	"black"	"white"	"accurate"	"PhD"	5	0	30	888.770825792933	3
"6"	6	0	22	"asian"	"white"	"broom"	"MS"	1	1	89	491.753718294917	4
"7"	7	1	28	"asian"	"blue"	"eyepatch"	"HighSchool"	2	0	62	634.309502082547	5
"8"	8	1	29	NA	"blue"	"eyepatch"	"MS"	3	0	45	837.861093853882	5
"9"	9	1	24	"white"	"white"	"eyepatch"	"HighSchool"	4	1	45	742.54666227711	4
"10"	10	0	25	"hispanic"	"blue"	"broom"	"MS"	5	0	16	1084.53267218853	3
"11"	11	1	24	"black"	"blue"	"ship"	"BA"	1	1	76	700.086701708619	5
"12"	12	1	24	"asian"	"blue"	"ship"	"HighSchool"	2	1	60	797.703557415722	4
"13"	13	0	24	"white"	"white"	"accurate"	"HighSchool"	3	0	49	845.2375353858	4
"14"	14	1	28	"white"	"white"	"accurate"	"PhD"	4	0	31	802.835515785025	4
"15"	15	0	26	"white"	"white"	"eyepatch"	"BA"	5	0	26	966.235250494156	3
"16"	16	1	24	"white"	"white"	"eyepatch"	"PhD"	1	0	88	606.22569850446	5
"17"	17	0	25	"white"	"blue"	"broom"	"PhD"	2	0	63	618.056667585011	4
"18"	18	0	24	"white"	"white"	"ship"	"BA"	3	0	56	728.205013666083	3
"19"	19	0	31	"white"	"blue"	"broom"	"HighSchool"	4	0	30	846.440797268514	3
"20"	20	1	23	"white"	"white"	"accurate"	"MS"	5	0	28	943.330650294898	4
"21"	21	0	28	"black"	"blue"	"ship"	"HighSchool"	1	1	85	555.078203219184	4
"22"	22	1	27	"black"	"white"	"ship"	"BA"	2	1	75	692.562690818122	6
"23"	23	0	24	NA	"blue"	"accurate"	"BA"	3	1	51	733.085917467001	4
"24"	24	1	24	"white"	"blue"	"eyepatch"	"PhD"	4	0	30	975.508331188924	5
"25"	25	1	25	"black"	"white"	"accurate"	"HighSchool"	5	0	16	1055.16816628968	4
"26"	26	0	26	"white"	"blue"	"broom"	"MS"	1	1	82	597.967094977811	4
"27"	27	0	26	"asian"	"blue"	"ship"	"BA"	2	1	64	NA	4
