"id"	"sex"	"age"	"race"	"color"	"word"	"education"	"boxes"	"accuracy"	"confidence"	"rt"	"interest"
"1"	1	1	25	"hispanic"	"black"	"broom"	"MS"	1	1	85	555.474055359807	5
"2"	2	1	24	"asian"	"black"	"eyepatch"	"MS"	2	0	64	698.63587643922	5
"3"	3	1	31	"white"	"black"	"broom"	"BA"	3	1	46	847.653308676382	5
"4"	4	0	25	"white"	"black"	"eyepatch"	"BA"	4	0	30	891.484405892031	3
"5"	5	1	25	"white"	"black"	"eyepatch"	"MS"	5	0	27	919.362405612212	5
"6"	6	1	28	"white"	"black"	"broom"	"PhD"	1	1	74	615.36971271952	5
"7"	7	0	27	"black"	"yellow"	"cannon"	"MS"	2	1	58	730.763908852547	4
"8"	8	0	22	"white"	"yellow"	"broom"	"BA"	3	0	51	725.684930632904	3
"9"	9	0	28	"white"	"black"	"broom"	"HighSchool"	4	0	39	815.614642257849	3
"10"	10	1	26	"asian"	"black"	"broom"	"HighSchool"	5	1	22	921.288745652581	4
"11"	11	1	23	"asian"	"yellow"	"broom"	"BA"	1	0	85	679.918059780564	6
"12"	12	0	26	"white"	"yellow"	"broom"	"BA"	2	1	73	620.220833601637	4
"13"	13	1	25	"black"	"black"	"broom"	"BA"	3	0	52	794.200606975898	5
"14"	14	1	30	"white"	"black"	"eyepatch"	"PhD"	4	1	35	803.785816497522	5
"15"	15	1	27	"white"	"yellow"	"accurate"	"PhD"	5	0	17	963.354276511917	4
"16"	16	0	25	"white"	"yellow"	"cannon"	"HighSchool"	1	1	89	631.466514998424	4
"17"	17	0	23	"black"	"yellow"	"cannon"	"MS"	2	1	63	722.524374458328	4
"18"	18	0	24	"white"	"yellow"	"eyepatch"	"MS"	3	0	61	776.557674331745	4
"19"	19	1	26	"white"	"yellow"	"accurate"	"PhD"	4	1	34	910.942488976118	4
"20"	20	0	25	"asian"	"black"	"broom"	"HighSchool"	5	0	21	925.989428047107	2
"21"	21	0	25	"asian"	"black"	"accurate"	"BA"	1	1	78	663.398432893772	5
"22"	22	0	28	"white"	"yellow"	"eyepatch"	"MS"	2	1	72	654.140921424977	4
"23"	23	0	26	"white"	"black"	"eyepatch"	"HighSchool"	3	0	52	774.736914292984	3
"24"	24	1	28	"white"	"yellow"	"eyepatch"	"BA"	4	NA	37	917.776642224443	4
"25"	25	1	25	"black"	"yellow"	"accurate"	"BA"	5	0	30	833.466447408347	5
"26"	26	0	27	"white"	"black"	"accurate"	"MS"	1	1	68	667.215366871478	3
"27"	27	1	26	"asian"	"yellow"	"cannon"	"BA"	2	0	67	664.871269264516	5
"28"	28	0	23	"white"	"black"	"broom"	"MS"	3	0	42	803.66171316934	3
"29"	29	1	22	"white"	"yellow"	"cannon"	"BA"	4	0	41	871.341408508828	4
"30"	30	0	26	"hispanic"	"black"	"broom"	"PhD"	5	0	29	900.007550661575	3
"31"	31	0	24	"black"	"black"	"accurate"	"MS"	1	1	82	619.581957508382	4
"32"	32	1	27	"white"	"black"	"broom"	"MS"	2	1	70	680.444840670717	6
"33"	33	0	26	"white"	"yellow"	"broom"	"HighSchool"	3	0	51	775.836957518088	3
"34"	34	0	26	"hispanic"	"yellow"	"cannon"	"BA"	4	0	52	717.088500277636	3
"35"	35	0	25	"black"	"black"	"cannon"	"BA"	5	0	17	981.390838699027	3
"36"	36	0	30	"asian"	"black"	"broom"	"PhD"	1	0	67	672.892417862113	4
"37"	37	1	30	"asian"	"black"	"cannon"	"BA"	2	0	59	760.805122367093	6
"38"	38	1	22	"black"	"black"	"accurate"	"BA"	3	0	43	822.632911870449	4
"39"	39	0	25	"white"	"yellow"	"cannon"	"BA"	4	0	37	810.237949002343	3
"40"	40	0	24	"white"	"yellow"	"eyepatch"	"HighSchool"	5	0	17	899.264363898754	4
"41"	41	0	23	"white"	"yellow"	"accurate"	"HighSchool"	1	1	86	624.004752175476	5
"42"	42	1	25	"black"	"yellow"	"cannon"	"PhD"	2	0	77	648.644169603731	6
