"id"	"sex"	"age"	"race"	"color"	"word"	"education"	"boxes"	"accuracy"	"confidence"	"rt"	"interest"
"1"	1	0	23	"white"	"blue"	"accurate"	"MS"	1	0	NA	441.723312085138	4
"2"	2	1	29	"asian"	"blue"	"glasses"	"HighSchool"	2	0	66	718.682224634139	5
"3"	3	0	26	"white"	"black"	"ship"	"BA"	3	1	61	745.271525312621	3
"4"	4	1	24	"white"	"black"	"candle"	"HighSchool"	4	0	38	789.881756390458	NA
"5"	5	1	27	"black"	"blue"	"ship"	"MS"	5	NA	33	845.181674708164	4
"6"	6	0	21	"hispanic"	"blue"	"glasses"	"HighSchool"	1	1	83	586.063934354462	4
"7"	7	0	23	"white"	"black"	"ship"	"HighSchool"	2	1	63	690.221190868534	3
"8"	8	1	24	"white"	"black"	"ship"	"PhD"	3	1	42	714.521540035489	4
"9"	9	0	25	"white"	"black"	"candle"	"HighSchool"	4	0	33	786.140090463344	2
"10"	10	1	24	"black"	"blue"	"ship"	"BA"	5	0	19	1021.36819506835	4
"11"	11	0	26	"white"	"black"	"glasses"	"PhD"	1	1	79	717.628748229588	4
"12"	12	1	23	"asian"	"black"	"accurate"	"PhD"	2	1	54	677.762651652498	5
"13"	13	1	22	"asian"	"blue"	"accurate"	"HighSchool"	3	0	63	685.080478919169	5
"14"	14	0	25	"hispanic"	"black"	"ship"	"HighSchool"	4	0	37	907.658229288185	4
"15"	15	1	26	"white"	"blue"	"candle"	"HighSchool"	5	1	27	978.359660075219	4
"16"	16	1	25	"other"	"black"	"accurate"	"MS"	1	0	88	651.156312223538	6
"17"	17	1	26	"white"	"blue"	"ship"	"MS"	2	1	NA	721.138343015049	6
"18"	18	0	25	"black"	"black"	"ship"	"MS"	3	0	44	726.386120024957	3
"19"	19	1	25	"white"	"black"	"ship"	"BA"	4	1	37	917.248328023015	4
"20"	20	0	22	"white"	"black"	"candle"	"PhD"	5	0	11	945.945348308142	2
