"id"	"sex"	"age"	"race"	"color"	"word"	"education"	"boxes"	"accuracy"	"confidence"	"rt"	"interest"
"1"	1	0	26	"black"	"white"	"accurate"	"MS"	1	1	82	563.844821515998	4
"2"	2	0	27	"white"	"white"	"paper"	"HighSchool"	2	0	72	537.211791508447	4
"3"	3	1	27	"hispanic"	"white"	"accurate"	"BA"	3	1	51	717.870247206989	NA
"4"	4	0	29	"hispanic"	"yellow"	"accurate"	"PhD"	4	0	47	839.740517156006	2
"5"	5	1	25	"white"	"white"	"paper"	"BA"	5	0	14	958.559539892769	3
"6"	6	0	26	"asian"	"yellow"	"paper"	"HighSchool"	1	1	82	533.582140361044	6
"7"	7	0	25	"white"	"white"	"broom"	"HighSchool"	2	1	62	736.663235879086	2
"8"	8	1	26	"white"	"white"	"accurate"	"PhD"	3	1	44	831.864574444643	5
"9"	9	1	29	"other"	"yellow"	"ship"	"MS"	4	0	33	848.744446145575	5
"10"	10	1	24	"white"	"yellow"	"paper"	"BA"	5	0	28	929.170971939477	3
"11"	11	0	24	"white"	"yellow"	"broom"	"MS"	1	0	89	626.633442731131	5
"12"	12	1	23	"white"	"white"	"accurate"	"PhD"	2	0	69	762.897010239585	5
"13"	13	0	25	"other"	"white"	"paper"	"HighSchool"	3	0	42	870.962418252925	3
"14"	14	0	26	"black"	"white"	"accurate"	"HighSchool"	4	0	17	927.142956788421	3
"15"	15	1	25	"white"	"yellow"	"accurate"	"MS"	5	0	3	1143.96580080353	3
"16"	16	0	28	"white"	"yellow"	"paper"	"PhD"	1	1	87	629.329517451779	4
"17"	17	1	27	"white"	"white"	"broom"	"BA"	2	1	73	680.530885033334	6
"18"	18	1	25	"other"	"white"	"accurate"	"HighSchool"	3	0	50	800.807292998999	6
"19"	19	1	24	"black"	"white"	"ship"	"BA"	4	0	32	840.691311232072	5
"20"	20	1	27	"black"	"yellow"	"paper"	"BA"	5	0	14	917.435868843489	5
"21"	21	1	25	"white"	"yellow"	"broom"	"PhD"	1	1	89	505.720591017856	6
"22"	22	0	24	NA	"yellow"	"accurate"	"HighSchool"	2	0	80	652.457902198133	4
"23"	23	0	29	"asian"	"white"	"accurate"	"MS"	3	0	48	851.326128978115	3
"24"	24	0	25	"white"	"white"	"broom"	"HighSchool"	4	0	29	938.992379426738	3
"25"	25	1	30	"asian"	"yellow"	"ship"	"MS"	5	0	14	930.353390285132	3
"26"	26	0	25	"white"	"white"	"accurate"	"BA"	1	1	72	676.446797144942	5
