"id"	"sex"	"age"	"race"	"color"	"word"	"education"	"boxes"	"accuracy"	"confidence"	"rt"	"interest"
"1"	1	0	22	"black"	"yellow"	"ship"	"MS"	1	1	81	673.868763933177	3
"2"	2	1	25	"white"	"yellow"	"candle"	"HighSchool"	2	1	58	785.914050594529	5
"3"	3	1	23	"white"	"yellow"	"cannon"	"PhD"	3	0	49	801.737004463051	5
"4"	4	0	25	"white"	"yellow"	"ship"	"PhD"	4	0	31	976.09160927365	3
"5"	5	0	27	"white"	"yellow"	"accurate"	"BA"	5	0	8	927.044817928606	3
"6"	6	1	26	"white"	"brown"	"candle"	"MS"	1	1	89	NA	6
"7"	7	1	22	"white"	"brown"	"ship"	"HighSchool"	2	1	73	779.068701050687	5
"8"	8	1	27	"asian"	"yellow"	"candle"	"HighSchool"	3	1	48	795.588239700498	5
"9"	9	1	28	"other"	"yellow"	"ship"	"HighSchool"	4	0	33	771.519811044152	4
"10"	10	1	25	"white"	"brown"	"cannon"	"BA"	5	1	34	900.365174600303	5
"11"	11	1	29	"white"	"brown"	"accurate"	"PhD"	1	0	95	504.01349240653	6
"12"	12	0	25	"hispanic"	"brown"	"accurate"	"BA"	2	0	65	697.429008052195	3
"13"	13	1	23	"hispanic"	"yellow"	"candle"	"HighSchool"	3	0	50	781.809360718474	6
"14"	14	1	23	"hispanic"	"brown"	"cannon"	"MS"	4	1	42	844.525381418784	4
"15"	15	1	26	"black"	"yellow"	"cannon"	"PhD"	5	0	8	1097.34381951245	4
"16"	16	0	24	"white"	"brown"	"accurate"	"PhD"	1	1	93	408.749828914988	4
"17"	17	1	26	"white"	"brown"	"candle"	"BA"	2	1	50	750.985673929114	5
"18"	18	0	23	"black"	"yellow"	"candle"	"PhD"	3	0	39	848.599426039162	3
"19"	19	0	27	"asian"	"yellow"	"accurate"	"BA"	4	0	20	983.424877015495	3
"20"	20	1	26	"white"	"brown"	"cannon"	"HighSchool"	5	0	16	869.892098842063	5
"21"	21	0	23	"black"	"brown"	"ship"	"MS"	1	1	100	569.875339382544	4
"22"	22	0	24	"black"	"brown"	"cannon"	"MS"	2	1	72	743.077004452604	4
"23"	23	1	28	"white"	"yellow"	"cannon"	"MS"	3	1	44	697.411742294722	5
"24"	24	1	24	"hispanic"	"brown"	"ship"	"MS"	4	0	39	844.262158660311	5
"25"	25	1	26	"asian"	"brown"	"cannon"	"HighSchool"	5	0	12	1021.53798166031	3
"26"	26	0	24	"other"	"yellow"	"accurate"	"MS"	1	1	82	593.475958963802	NA
"27"	27	1	24	"asian"	"brown"	"cannon"	"PhD"	2	1	58	723.032554215403	5
"28"	28	1	25	"white"	"yellow"	"cannon"	"PhD"	3	1	53	783.078121316905	5
"29"	29	0	29	"black"	"yellow"	"ship"	"BA"	4	0	39	939.097063765573	3
"30"	30	1	23	"black"	"yellow"	"accurate"	"PhD"	5	0	8	1045.70898010505	4
"31"	31	0	25	"white"	"yellow"	"accurate"	"MS"	1	1	84	683.657127301306	5
"32"	32	0	25	"white"	"brown"	"candle"	"PhD"	2	1	71	568.379399065387	4
"33"	33	0	28	"white"	"brown"	"accurate"	"MS"	3	0	56	770.115974053072	4
"34"	34	0	25	"white"	"yellow"	"candle"	"HighSchool"	4	1	31	938.481190740678	3
"35"	35	1	26	"white"	"yellow"	"cannon"	"HighSchool"	5	0	18	985.707689169971	4
"36"	36	0	24	"black"	"yellow"	"cannon"	"PhD"	1	1	65	723.527848816384	4
"37"	37	1	24	"hispanic"	"brown"	"accurate"	"HighSchool"	2	1	65	696.446862014832	4
"38"	38	1	25	"black"	"yellow"	"accurate"	"BA"	3	1	39	919.186152968241	4
"39"	39	1	26	"black"	"yellow"	"accurate"	"MS"	4	1	20	784.773004365911	4
"40"	40	0	25	"white"	"brown"	"ship"	"HighSchool"	5	0	12	996.204932632738	2
"41"	41	1	26	"asian"	"brown"	"cannon"	"BA"	1	1	84	568.857670071947	6
"42"	42	0	29	"white"	"brown"	"ship"	"HighSchool"	2	1	73	584.983602920802	3
"43"	43	1	26	"black"	"brown"	"cannon"	"MS"	3	0	47	789.948285570864	5
"44"	44	1	26	"white"	"brown"	"accurate"	"MS"	4	0	43	828.983902027735	6
"45"	45	1	26	"white"	"yellow"	"cannon"	"MS"	5	0	13	1084.99437484608	4
"46"	46	1	22	"black"	"yellow"	"cannon"	"BA"	1	0	71	700.674564993003	5
"47"	47	1	26	"asian"	"brown"	"candle"	"HighSchool"	2	1	75	623.80513470366	6
"48"	48	1	24	"white"	"brown"	"accurate"	"HighSchool"	3	1	60	703.199928435183	5
"49"	49	1	23	"other"	"yellow"	"cannon"	"MS"	4	0	28	902.728018936614	3
"50"	50	1	28	"other"	"yellow"	"cannon"	"MS"	5	0	1	1038.23546731051	4
"51"	51	0	23	"white"	"yellow"	"accurate"	"BA"	1	0	78	671.210132041671	4
"52"	52	0	24	"white"	"brown"	"cannon"	"MS"	2	0	78	615.387767521747	2
"53"	53	0	27	"white"	"brown"	"ship"	"PhD"	3	0	47	791.291014287412	2
"54"	54	1	28	"white"	"brown"	"accurate"	"HighSchool"	4	0	36	911.699905440287	4
"55"	55	1	25	"hispanic"	NA	"candle"	"PhD"	5	0	21	1097.2086747525	5
"56"	56	1	24	"other"	"yellow"	"ship"	"HighSchool"	1	0	81	555.892237355137	5
"57"	57	1	22	"hispanic"	"brown"	"cannon"	"BA"	2	1	73	614.102204817419	5
"58"	58	0	26	"white"	"brown"	"accurate"	"MS"	3	0	49	789.01971549032	4
"59"	59	1	25	"asian"	"brown"	"accurate"	"HighSchool"	4	1	37	955.775605524552	4
"60"	60	1	26	"white"	"brown"	"cannon"	"MS"	5	NA	19	974.070001096377	4
"61"	61	1	24	"hispanic"	"brown"	"cannon"	"MS"	1	1	71	717.957556579717	5
"62"	62	1	26	"white"	"yellow"	"candle"	"PhD"	2	0	67	699.004684184988	4
"63"	63	0	28	"other"	"yellow"	"candle"	"BA"	3	0	49	926.946444116827	2
"64"	64	0	22	"hispanic"	"yellow"	"cannon"	"PhD"	4	0	35	854.374479685874	2
"65"	65	1	25	"white"	"brown"	"candle"	"BA"	5	0	13	1022.15617249904	4
"66"	66	1	27	"other"	"brown"	"ship"	"HighSchool"	1	1	92	496.068742079589	6
"67"	67	1	22	"white"	"yellow"	"ship"	"MS"	2	0	71	611.168888879164	4
"68"	68	1	23	"black"	"yellow"	"cannon"	"MS"	3	1	48	728.788105031369	4
"69"	69	0	26	"asian"	"yellow"	"cannon"	"MS"	4	1	25	932.191718659909	4
"70"	70	1	27	"white"	"yellow"	"candle"	"HighSchool"	5	0	16	932.330547355156	3
"71"	71	0	27	"black"	"brown"	"accurate"	"MS"	1	1	78	653.92130782835	4
"72"	72	0	25	"black"	"yellow"	"candle"	"BA"	2	1	67	774.451509356473	4
"73"	73	1	26	"black"	"brown"	"accurate"	"PhD"	3	1	54	688.793983767493	5
"74"	74	1	23	"hispanic"	"yellow"	"ship"	"BA"	4	0	39	790.412616385402	4
"75"	75	1	26	"black"	"brown"	"accurate"	"HighSchool"	5	0	15	1018.52032755067	4
"76"	76	0	25	"white"	"brown"	"cannon"	"PhD"	1	1	85	614.779528000173	5
"77"	77	1	25	"white"	"brown"	"accurate"	"HighSchool"	2	0	76	536.103655735517	6
"78"	78	1	25	"other"	"yellow"	"accurate"	"HighSchool"	3	1	38	913.134719089636	5
"79"	79	0	24	"white"	"brown"	"cannon"	"MS"	4	0	37	836.630270348305	4
"80"	80	1	24	"white"	"brown"	"accurate"	"MS"	5	0	25	875.825929517484	4
"81"	81	0	26	"hispanic"	"brown"	"candle"	"MS"	1	1	95	628.379042792988	4
"82"	82	1	24	"black"	"yellow"	"cannon"	"MS"	2	1	59	756.699182519847	5
"83"	83	0	25	"white"	"brown"	"accurate"	"PhD"	3	0	67	681.937057612922	4
"84"	84	0	21	"white"	"yellow"	"candle"	"HighSchool"	4	0	35	912.141829819229	4
"85"	85	0	24	"hispanic"	"brown"	"cannon"	"PhD"	5	0	9	1000.79834006537	2
"86"	86	1	26	"white"	"brown"	"ship"	"BA"	1	1	87	585.380258908082	6
"87"	87	0	24	"black"	"brown"	"ship"	"PhD"	2	0	71	660.008309815914	4
"88"	88	0	22	"black"	"brown"	"accurate"	"MS"	3	0	50	761.243418359998	2
"89"	89	0	21	"white"	"brown"	"cannon"	"PhD"	4	0	41	745.37583886083	2
"90"	90	0	19	"asian"	"yellow"	"candle"	"BA"	5	0	1	1039.02888257536	2
"91"	91	0	26	"black"	"yellow"	"accurate"	"MS"	1	1	84	656.248102776815	4
