"id"	"sex"	"age"	"race"	"color"	"word"	"education"	"boxes"	"accuracy"	"confidence"	"rt"	"interest"
"1"	1	0	22	"hispanic"	"brown"	"glasses"	"HighSchool"	1	1	87	603.085226799417	4
"2"	2	1	22	"white"	"brown"	"glasses"	"BA"	2	1	65	714.594153861279	6
"3"	3	1	26	"white"	"brown"	"cannon"	"MS"	3	0	53	735.380757959957	5
"4"	4	1	23	"white"	"brown"	"cannon"	"PhD"	4	0	31	865.910838406058	4
"5"	5	1	25	"white"	"white"	"accurate"	"PhD"	5	0	11	1067.10987689184	4
"6"	6	1	27	"white"	"brown"	"accurate"	"BA"	1	1	83	558.415479669618	6
"7"	7	1	21	"white"	"brown"	"cannon"	"MS"	2	1	69	740.124820312845	5
"8"	8	1	27	"white"	"brown"	"cannon"	"HighSchool"	3	1	63	676.057143408106	6
"9"	9	0	25	"white"	"brown"	"ship"	"MS"	4	0	36	880.224363980271	2
"10"	10	0	26	"white"	"white"	"accurate"	"BA"	5	0	20	1020.71727986936	2
"11"	11	1	26	"white"	"white"	"ship"	"MS"	1	1	73	NA	5
"12"	12	0	27	"white"	"brown"	"ship"	"BA"	2	0	65	766.76276387803	3
"13"	13	0	23	"other"	"white"	"cannon"	"HighSchool"	3	0	41	873.58058490752	3
"14"	14	0	25	"hispanic"	"white"	"accurate"	"PhD"	4	1	32	926.93568356489	3
"15"	15	0	28	"black"	"white"	"cannon"	"BA"	5	0	19	905.717401295295	2
"16"	16	1	21	"other"	"brown"	"ship"	"HighSchool"	1	1	96	492.209739114886	5
"17"	17	0	25	"white"	"brown"	"ship"	"HighSchool"	2	0	65	718.964267859137	4
"18"	18	0	26	"white"	"white"	"ship"	"PhD"	3	1	47	804.146569973477	4
"19"	19	1	26	"black"	"brown"	"accurate"	"PhD"	4	0	27	930.260719268408	5
"20"	20	1	25	"asian"	"brown"	"glasses"	"MS"	5	0	22	875.248641905057	3
"21"	21	1	27	"black"	"brown"	"cannon"	"HighSchool"	1	1	81	607.859889990241	6
"22"	22	1	25	"other"	"brown"	"accurate"	"PhD"	2	0	59	748.191634681421	4
"23"	23	0	29	"white"	"brown"	"accurate"	"HighSchool"	3	1	65	680.101887376628	4
"24"	24	0	27	"asian"	"white"	"ship"	"PhD"	4	0	35	821.672495535329	2
"25"	25	0	24	"white"	"brown"	"accurate"	"BA"	5	0	20	984.708747582442	2
"26"	26	0	26	"black"	"brown"	"cannon"	"PhD"	1	1	79	607.460525739855	4
"27"	27	1	24	"white"	"brown"	"ship"	"MS"	2	0	67	824.932113324703	6
"28"	28	1	22	"white"	"brown"	"accurate"	"HighSchool"	3	0	44	847.950239827873	4
"29"	29	0	27	"white"	"brown"	"accurate"	"PhD"	4	0	25	869.813006003932	NA
"30"	30	1	26	"white"	"brown"	"glasses"	"MS"	5	0	20	1022.45610438877	3
"31"	31	1	23	"white"	"white"	"ship"	"MS"	1	1	82	582.712391623746	5
"32"	32	1	23	"black"	"brown"	"ship"	"PhD"	2	1	74	640.14932957464	6
"33"	33	1	31	"white"	"white"	"glasses"	"BA"	3	0	44	772.397315173413	4
"34"	34	1	22	"hispanic"	"white"	"glasses"	"MS"	4	0	26	793.554099247624	4
"35"	35	0	23	"hispanic"	"brown"	"ship"	"MS"	5	0	25	1028.26774874992	2
"36"	36	0	27	"white"	"brown"	"glasses"	"BA"	1	1	NA	597.197570312088	4
"37"	37	0	26	"hispanic"	"brown"	"accurate"	"HighSchool"	2	0	71	684.48769206473	4
"38"	38	0	22	"white"	"brown"	"ship"	"MS"	3	1	57	748.745694025434	4
